name,name_en,name_local,bbox,center_lat,center_lon,osm_id,admin_level,ref,type
Chaiya District,Chaiya District,อำเภอไชยา,"98.8077407,9.3330661,99.3138325,9.5551195",0,0,18989779,6,,boundary
Don Sak District,Don Sak District,อำเภอดอนสัก,"99.5679731,9.0297159,99.7732573,9.4337056",0,0,18989816,6,,boundary
Kanchanadit District,Kanchanadit District,อำเภอกาญจนดิษฐ์,"99.3651789,8.8767854,99.7445,9.2865667",0,0,18989863,6,,boundary
Mueang Nakhon Si Thammarat District,Mueang Nakhon Si Thammarat District,อำเภอเมืองนครศรีธรรมราช,"99.7982125,8.2470139,100.0956017,8.603301",0,0,18990065,6,,boundary
Ko Pha-ngan District,Ko Pha-ngan District,อำเภอเกาะพะงัน,"99.8103854,9.6656703,100.0817729,10.1262155",0,0,18990102,6,,boundary
Na Bon District,Na Bon District,อำเภอนาบอน,"99.4628408,8.1973589,99.6815338,8.3666458",0,0,18990114,6,,boundary
Nopphitam District,Nopphitam District,อำเภอนบพิตำ,"99.5176035,8.5931152,99.8631833,8.9288196",0,0,18990134,6,,boundary
Ko Samui District,Ko Samui District,อำเภอเกาะสมุย,"99.6501267,9.3032731,100.0906824,9.8012757",0,0,18990148,6,,boundary
Pak Phanang District,Pak Phanang District,อำเภอปากพนัง,"100.0190521,8.1709893,100.294972,8.5227619",0,0,18990150,6,,boundary
Phipun District,Phipun District,อำเภอพิปูน,"99.474145,8.4822039,99.7449115,8.7226539",0,0,18990163,6,,boundary
Mueang Surat Thani District,Mueang Surat Thani District,อำเภอเมืองสุราษฎร์ธานี,"99.2187867,8.9558587,99.3959488,9.2445771",0,0,18990179,6,,boundary
Phanom District,Phanom District,อำเภอพนม,"98.4430989,8.6256862,98.9202426,8.9851101",0,0,18993305,6,,boundary
Phra Phrom District,Phra Phrom District,อำเภอพระพรหม,"99.8600965,8.2534746,100.0044627,8.3969248",0,0,18993308,6,,boundary
Phrom Khiri District,Phrom Khiri District,อำเภอพรหมคีรี,"99.7078727,8.4696375,99.9509553,8.6279472",0,0,18993342,6,,boundary
Ron Phibun District,Ron Phibun District,อำเภอร่อนพิบูลย์,"99.7553438,8.0679546,100.032911,8.3234784",0,0,18993361,6,,boundary
Phrasaeng District,Phrasaeng District,อำเภอพระแสง,"98.8879765,8.3007892,99.295493,8.7176706",0,0,18993395,6,,boundary
Sichon District,Sichon District,อำเภอสิชล,"99.6416092,8.8060837,99.9291352,9.1241294",0,0,18993402,6,,boundary
Tha Sala District,Tha Sala District,อำเภอท่าศาลา,"99.7582248,8.5429823,99.9827854,8.8691432",0,0,18993409,6,,boundary
Tham Phannara District,Tham Phannara District,อำเภอถ้ำพรรณรา,"99.2901585,8.3870474,99.4550625,8.5527807",0,0,18993413,6,,boundary
Thung Song District,Thung Song District,อำเภอทุ่งสง,"99.4260205,7.8608851,99.829313,8.3015816",0,0,18993445,6,,boundary
Thung Yai District,Thung Yai District,อำเภอทุ่งใหญ่,"99.2344106,8.1098503,99.4884934,8.4711906",0,0,18993471,6,,boundary
Ban Luang District,Ban Luang District,อำเภอบ้านหลวง,"100.3358982,18.7281673,100.5390996,18.9861425",0,0,18993518,6,,boundary
Bo Kluea District,Bo Kluea District,อำเภอบ่อเกลือ,"101.0595335,18.8884455,101.357205,19.3637908",0,0,18993577,6,,boundary
Phunphin District,Phunphin District,อำเภอพุนพิน,"99.0095697,8.8026697,99.3230788,9.2463314",0,0,18993601,6,,boundary
Chaloem Phra Kiat District,Chaloem Phra Kiat District,อำเภอเฉลิมพระเกียรติ,"100.9613334,19.3464629,101.28785,19.629984",0,0,18993609,6,,boundary
Tha Chang,Tha Chang,,"98.6474112,9.1787745,99.240063,9.5379012",0,0,18993629,6,,boundary
Chiang Klang District,Chiang Klang District,อำเภอเชียงกลาง,"100.775619,19.2160429,101.0468022,19.3824971",0,0,18993682,6,,boundary
Vibhavadi District,Vibhavadi District,อำเภอวิภาวดี,"98.6472016,9.1215649,99.026557,9.3650588",0,0,18993691,6,,boundary
Wiang Sa District,Wiang Sa District,อำเภอเวียงสระ,"99.2505484,8.4705054,99.498529,8.7067977",0,0,18993711,6,,boundary
Bang Mun Nak District,Bang Mun Nak District,อำเภอบางมูลนาก,"100.300367,15.9298525,100.5424584,16.1590694",0,0,18993725,6,,boundary
Dong Charoen District,Dong Charoen District,อำเภอดงเจริญ,"100.49294,15.9189533,100.7992717,16.0800548",0,0,18993752,6,,boundary
Mueang Phichit District,Mueang Phichit District,อำเภอเมืองพิจิตร,"100.2259111,16.2516765,100.5299546,16.5541821",0,0,18993782,6,,boundary
Khlung District,Khlung District,อำเภอขลุง,"102.1475037,12.2858558,102.4911673,12.8138576",0,0,18993797,6,,boundary
Mae Charim District,Mae Charim District,อำเภอแม่จริม,"100.914271,18.521494,101.272742,18.9009576",0,0,18993839,6,,boundary
Pho Thale District,Pho Thale District,อำเภอโพทะเล,"100.1085618,15.9269257,100.3723747,16.1920657",0,0,18993849,6,,boundary
Laem Sing District,Laem Sing District,อำเภอแหลมสิงห์,"101.9760627,12.3578387,102.2218531,12.5525412",0,0,18993850,6,,boundary
Mueang Nan District,Mueang Nan District,อำเภอเมืองน่าน,"100.4551673,18.668068,100.836696,19.0619591",0,0,18993856,6,,boundary
Sak Lek District,Sak Lek District,อำเภอสากเหล็ก,"100.4082802,16.4329131,100.5874594,16.5857798",0,0,18993893,6,,boundary
Makham District,Makham District,อำเภอมะขาม,"102.1014239,12.5904461,102.3339413,12.8851522",0,0,18993895,6,,boundary
Na Muen District,Na Muen District,อำเภอนาหมื่น,"100.3922921,18.0129908,100.8745682,18.2609726",0,0,18993896,6,,boundary
Thap Khlo District,Thap Khlo District,อำเภอทับคล้อ,"100.4860204,16.0567254,100.7198439,16.3271949",0,0,18993938,6,,boundary
Na Noi District,Na Noi District,อำเภอนาน้อย,"100.4756324,18.1189882,101.0854165,18.4473975",0,0,18993955,6,,boundary
Taphan Hin District,Taphan Hin District,อำเภอตะพานหิน,"100.2519594,16.0889379,100.5825465,16.3096824",0,0,18993959,6,,boundary
Wang Sai Phun District,Wang Sai Phun District,อำเภอวังทรายพูน,"100.4021343,16.2936153,100.6359343,16.4672165",0,0,18993974,6,,boundary
Phu Phiang District,Phu Phiang District,อำเภอภูเพียง,"100.7561039,18.6682649,100.9854123,18.9315891",0,0,18993989,6,,boundary
Bang Krathum District,Bang Krathum District,อำเภอบางกระทุ่ม,"100.2152198,16.5185406,100.4846052,16.7092899",0,0,18993990,6,,boundary
Chat Trakan District,Chat Trakan District,อำเภอชาติตระการ,"100.370858,17.1002612,101.00901,17.742971",0,0,18994023,6,,boundary
Mueang Phitsanulok District,Mueang Phitsanulok District,อำเภอเมืองพิษณุโลก,"100.1138009,16.6315066,100.5001799,16.9776392",0,0,18994043,6,,boundary
Nakhon Thai District,Nakhon Thai District,อำเภอนครไทย,"100.5964094,16.7913988,101.1099853,17.4684856",0,0,18994078,6,,boundary
Noen Maprang District,Noen Maprang District,อำเภอเนินมะปราง,"100.5572093,16.3186851,100.8865244,16.795731",0,0,18994126,6,,boundary
Pua District,Pua District,อำเภอปัว,"100.783938,18.9590478,101.1302825,19.3827327",0,0,18994132,6,,boundary
Phrom Phiram District,Phrom Phiram District,อำเภอพรหมพิราม,"99.9512994,16.9072095,100.3265331,17.223086",0,0,18994188,6,,boundary
Mueang Chanthaburi District,Mueang Chanthaburi District,อำเภอเมืองจันทบุรี,"102.0221776,12.5110158,102.2119963,12.7486313",0,0,18994223,6,,boundary
Wang Thong District,Wang Thong District,อำเภอวังทอง,"100.3002833,16.5515301,100.9425623,17.1485223",0,0,18994261,6,,boundary
Na Yai Am District,Na Yai Am District,อำเภอนายายอาม,"101.7842086,12.5876204,101.9608113,12.9207042",0,0,18994273,6,,boundary
Wat Bot District,Wat Bot District,อำเภอวัดโบสถ์,"100.2585947,16.9281274,100.5262775,17.39263",0,0,18994274,6,,boundary
Bueng Sam Phan District,Bueng Sam Phan District,อำเภอบึงสามพัน,"100.791634,15.7072839,101.3745972,15.9446995",0,0,18994331,6,,boundary
Chon Daen District,Chon Daen District,อำเภอชนแดน,"100.6329722,15.8926968,100.9943143,16.331548",0,0,18994345,6,,boundary
Pong Nam Ron District,Pong Nam Ron District,อำเภอโป่งน้ำร้อน,"102.1547929,12.7518598,102.5358859,13.1612838",0,0,18994387,6,,boundary
Santi Suk District,Santi Suk District,อำเภอสันติสุข,"100.8097338,18.8455955,101.1737796,18.9939949",0,0,18994397,6,,boundary
Soi Dao District,Soi Dao District,อำเภอสอยดาว,"102.0260677,13.0384089,102.3993476,13.336181",0,0,18994402,6,,boundary
Tha Mai District,Tha Mai District,อำเภอท่าใหม่,"101.8587393,12.5093467,102.0842973,12.9264545",0,0,18994426,6,,boundary
Song Khwae District,Song Khwae District,อำเภอสองแคว,"100.4847499,19.2677247,100.7985131,19.5571799",0,0,18994430,6,,boundary
Khao Kho District,Khao Kho District,อำเภอเขาค้อ,"100.8336208,16.4662885,101.1159522,16.9075824",0,0,18994437,6,,boundary
Tha Wang Pha District,Tha Wang Pha District,อำเภอท่าวังผา,"100.5635113,18.9752296,100.9898611,19.3125046",0,0,18994442,6,,boundary
Lom Kao District,Lom Kao District,อำเภอหล่มเก่า,"101.0557312,16.8064327,101.5042793,17.1780001",0,0,18994452,6,,boundary
Wiang Sa District,Wiang Sa District,อำเภอเวียงสา,"100.3515796,18.3365701,101.103581,18.7841242",0,0,18994454,6,,boundary
Thung Chang District,Thung Chang District,อำเภอทุ่งช้าง,"100.7429362,19.3374502,101.0962445,19.63407",0,0,18994457,6,,boundary
Lom Sak District,Lom Sak District,อำเภอหล่มสัก,"101.0469623,16.5457075,101.5262635,16.9391517",0,0,18994461,6,,boundary
Chai Prakan District,Chai Prakan District,อำเภอไชยปราการ,"99.0102646,19.5607971,99.3440818,19.8321928",0,0,18994462,6,,boundary
Mueang Phetchabun District,Mueang Phetchabun District,อำเภอเมืองเพชรบูรณ์,"100.7929992,16.090517,101.5195486,16.6451647",0,0,18994503,6,,boundary
Si Racha District,Si Racha District,อำเภอศรีราชา,"100.8717522,13.0014329,101.2202878,13.2818523",0,0,18994506,6,,boundary
Chiang Dao District,Chiang Dao District,อำเภอเชียงดาว,"98.5730032,19.2579443,99.1586212,19.813616",0,0,18994523,6,,boundary
Nam Nao District,Nam Nao District,อำเภอน้ำหนาว,"101.3989407,16.6478205,101.7972481,17.045228",0,0,18994546,6,,boundary
Chom Thong District,Chom Thong District,อำเภอจอมทอง,"98.4206142,18.1493648,98.7856476,18.5998734",0,0,18994564,6,,boundary
Doi Lo District,Doi Lo District,อำเภอดอยหล่อ,"98.6239849,18.4312873,98.8589896,18.6218205",0,0,18994611,6,,boundary
Doi Saket District,Doi Saket District,อำเภอดอยสะเก็ด,"99.0511591,18.7682457,99.4018034,19.0956496",0,0,18994780,6,,boundary
Nong Phai District,Nong Phai District,อำเภอหนองไผ่,"100.8861192,15.866121,101.3792455,16.1927323",0,0,18996782,6,,boundary
Si Thep District,Si Thep District,อำเภอศรีเทพ,"100.9241705,15.3182958,101.3116182,15.5754585",0,0,18996786,6,,boundary
Wang Pong District,Wang Pong District,อำเภอวังโป่ง,"100.6492584,16.2474815,100.9942183,16.4510099",0,0,18996795,6,,boundary
Doi Tao District,Doi Tao District,อำเภอดอยเต่า,"98.4302728,17.7771108,98.8706889,18.0809689",0,0,18996802,6,,boundary
Wichian Buri District,Wichian Buri District,อำเภอวิเชียรบุรี,"100.807835,15.4822636,101.3600853,15.8711535",0,0,18996814,6,,boundary
Fang District,Fang District,อำเภอฝาง,"99.021834,19.7116723,99.366197,20.1071732",0,0,18996823,6,,boundary
Galyani Vadhana District,Galyani Vadhana District,อำเภอกัลยาณิวัฒนา,"98.1062612,18.8690821,98.4800497,19.160888",0,0,18996833,6,,boundary
Sattahip District,Sattahip District,อำเภอสัตหีบ,"100.6976414,12.5081085,101.0154823,12.8666898",0,0,18996908,6,,boundary
Phanat Nikhom District,Phanat Nikhom District,อำเภอพนัสนิคม,"101.1036198,13.3138289,101.3765282,13.5894002",0,0,18996916,6,,boundary
Hang Dong District,Hang Dong District,อำเภอหางดง,"98.7800378,18.5882575,98.9874526,18.8603784",0,0,18996921,6,,boundary
Kapoe District,Kapoe District,อำเภอกะเปอร์,"98.4610069,9.4479198,98.7685334,9.7135625",0,0,18996972,6,,boundary
Hot District,Hot District,อำเภอฮอด,"98.1558172,17.8996338,98.8135584,18.2884536",0,0,18996974,6,,boundary
Kra Buri District,Kra Buri District,อำเภอกระบุรี,"98.7066294,10.1992932,98.9649265,10.7884482",0,0,18997003,6,,boundary
Samoeng District,Samoeng District,อำเภอสะเมิง,"98.4094768,18.7266003,98.8192805,19.0764005",0,0,18997025,6,,boundary
Phan Thong District,Phan Thong District,อำเภอพานทอง,"101.0084469,13.3597017,101.140267,13.5699144",0,0,18997026,6,,boundary
La-un District,La-un District,อำเภอละอุ่น,"98.6757545,9.9159594,98.9063377,10.2288995",0,0,18997068,6,,boundary
Saraphi District,Saraphi District,อำเภอสารภี,"98.9533945,18.6136187,99.0811814,18.7688672",0,0,18997072,6,,boundary
Nong Yai District,Nong Yai District,อำเภอหนองใหญ่,"101.2191414,13.0233156,101.5469288,13.2821528",0,0,18997074,6,,boundary
Mae Ai District,Mae Ai District,อำเภอแม่อาย,"99.1254464,19.7747171,99.5729134,20.14758",0,0,18997092,6,,boundary
Mae Chaem District,Mae Chaem District,อำเภอแม่แจ่ม,"98.0739894,18.2095743,98.559751,18.9383121",0,0,18997105,6,,boundary
Mueang Chon Buri District,Mueang Chon Buri District,อำเภอเมืองชลบุรี,"100.8974872,13.2287909,101.0772517,13.473835",0,0,18997107,6,,boundary
Mae On District,Mae On District,อำเภอแม่ออน,"99.2072704,18.5321719,99.3914518,18.9217162",0,0,18997119,6,,boundary
Mueang Ranong District,Mueang Ranong District,อำเภอเมืองระนอง,"98.3791422,9.6157091,98.7573241,10.1833725",0,0,18997125,6,,boundary
Ko Si Chang District,Ko Si Chang District,อำเภอเกาะสีชัง,"100.7978182,13.1085482,100.8347924,13.1895636",0,0,18997142,6,,boundary
Mae Rim District,Mae Rim District,อำเภอแม่ริม,"98.7473912,18.8316336,99.0011746,19.0763146",0,0,19033631,6,,boundary
Mae Taeng District,Mae Taeng District,อำเภอแม่แตง,"98.5679644,19.0250107,99.1550066,19.3540365",0,0,19033648,6,,boundary
Mae Wang District,Mae Wang District,อำเภอแม่วาง,"98.4870731,18.5452885,98.8580951,18.8026563",0,0,19033657,6,,boundary
Mueang Chiang Mai District,Mueang Chiang Mai District,อำเภอเมืองเชียงใหม่,"98.8616668,18.6991899,99.0485707,18.8758087",0,0,19033670,6,,boundary
Ko Kut District,Ko Kut District,อำเภอเกาะกูด,"102.3755611,11.5615185,102.6088846,11.8587915",0,0,19036109,6,,boundary
Omkoi District,Omkoi District,อำเภออมก๋อย,"98.0080391,17.2422747,98.5788542,18.0479974",0,0,19036133,6,,boundary
Phrao District,Phrao District,อำเภอพร้าว,"99.0768422,18.9940971,99.3429798,19.5827758",0,0,19036206,6,,boundary
Laem Ngop District,Laem Ngop District,อำเภอแหลมงอบ,"102.2580223,12.1602181,102.4778792,12.3000796",0,0,19036238,6,,boundary
Mueang Trat District,Mueang Trat District,อำเภอเมืองตราด,"102.3968471,11.970385,102.787419,12.4696954",0,0,19036372,6,,boundary
Wiang Pa Pao District,Wiang Pa Pao District,อำเภอเวียงป่าเป้า,"99.2945116,18.9999028,99.5870589,19.5442026",0,0,19051842,6,,boundary
Mae Suai District,Mae Suai District,อำเภอแม่สรวย,"99.2579856,19.4582601,99.6472464,19.9816262",0,0,19051852,6,,boundary
Chiang Khong District,Chiang Khong District,อำเภอเชียงของ,"100.1978557,19.9535369,100.4753384,20.402114",0,0,19051857,6,,boundary
Phan District,Phan District,อำเภอพาน,"99.5653761,19.381736,99.926546,19.7515607",0,0,19051861,6,,boundary
Khun Tan District,Khun Tan District,อำเภอขุนตาล,"100.1735687,19.7626447,100.373809,20.0044086",0,0,19051867,6,,boundary
Pa Daet District,Pa Daet District,อำเภอป่าแดด,"99.9053405,19.4063948,100.0720002,19.6255641",0,0,19051869,6,,boundary
Wiang Kaen District,Wiang Kaen District,อำเภอเวียงแก่น,"100.3424812,19.8327594,100.578496,20.1982129",0,0,19051879,6,,boundary
Thoeng District,Thoeng District,อำเภอเทิง,"99.9271027,19.510139,100.44883,19.873537",0,0,19051880,6,,boundary
Wiang Haeng District,Wiang Haeng District,อำเภอเวียงแหง,"98.466343,19.422967,98.7919337,19.758288",0,0,19051895,6,,boundary
San Kamphaeng District,San Kamphaeng District,อำเภอสันกำแพง,"99.0384351,18.6527799,99.2708882,18.8134538",0,0,19051898,6,,boundary
Phaya Mengrai District,Phaya Mengrai District,อำเภอพญาเม็งราย,"100.0412776,19.708851,100.2627348,20.0511038",0,0,19051902,6,,boundary
Mueang Chiang Rai District,Mueang Chiang Rai District,อำเภอเมืองเชียงราย,"99.4526746,19.6191435,100.0252388,20.136381",0,0,19051912,6,,boundary
Wiang Chiang Rung District,Wiang Chiang Rung District,อำเภอเวียงเชียงรุ้ง,"99.958804,19.9138733,100.2071359,20.1108368",0,0,19051917,6,,boundary
San Pa Tong District,San Pa Tong District,อำเภอสันป่าตอง,"98.8066157,18.4994474,98.9601316,18.7184898",0,0,19051918,6,,boundary
Ban Bueng District,Ban Bueng District,อำเภอบ้านบึง,"101.038891,13.090155,101.3205875,13.3905449",0,0,19051921,6,,boundary
Bang Lamung District,Bang Lamung District,อำเภอบางละมุง,"100.6469322,12.7576792,101.1035965,13.0846614",0,0,19051992,6,,boundary
San Sai District,San Sai District,อำเภอสันทราย,"98.9387296,18.7892129,99.1275704,19.1054779",0,0,19052022,6,,boundary
Bo Thong District,Bo Thong District,อำเภอบ่อทอง,"101.2667747,13.0718164,101.7197202,13.3872903",0,0,19052120,6,,boundary
Ko Chan District,Ko Chan District,อำเภอเกาะจันทร์,"101.266495,13.3319964,101.5489577,13.4749521",0,0,19052334,6,,boundary
Wiang Chai District,Wiang Chai District,อำเภอเวียงชัย,"99.8576901,19.7316601,100.0988791,19.9927317",0,0,19052466,6,,boundary
Mae Lao District,Mae Lao District,อำเภอแม่ลาว,"99.6129633,19.6958205,99.8082979,19.8615225",0,0,19052605,6,,boundary
Don Phut District,Don Phut District,อำเภอดอนพุด,"100.5728496,14.5563623,100.6600678,14.6595494",0,0,19057311,6,,boundary
Srinagarindra District,Srinagarindra District,อำเภอศรีนครินทร์,"99.7968787,7.4730736,99.9923566,7.6491292",0,0,19096798,6,,boundary
Bang Rakam District,Bang Rakam District,อำเภอบางระกำ,"99.8534102,16.5712072,100.2261678,16.9164275",0,0,19096932,6,,boundary
Suk Samran District,Suk Samran District,อำเภอสุขสำราญ,"98.3261311,9.3037708,98.6815388,9.5724569",0,0,19097176,6,,boundary
