name,name_en,name_local,bbox,center_lat,center_lon,osm_id,admin_level,ref,type
Bang Pakong District,Bang Pakong District,อำเภอบางปะกง,"100.8489758,13.4602273,101.0738765,13.6360177",0,0,18934985,6,,boundary
Tha Yang District,Tha Yang District,อำเภอท่ายาง,"99.6022974,12.6010553,100.0375966,13.0163446",0,0,18935050,6,,boundary
Khao Phanom District,Khao Phanom District,อำเภอเขาพนม,"98.9072124,8.1119552,99.3362416,8.4571846",0,0,18935054,6,,boundary
Sirindhorn District,Sirindhorn District,อำเภอสิรินธร,"105.2763998,14.9116921,105.624152,15.3103057",0,0,18935055,6,,boundary
Manang,Manang,,"99.8569598,6.9081459,100.0057274,7.1070196",0,0,18935066,6,,boundary
Mueang Samut Sakhon District,Mueang Samut Sakhon District,อำเภอเมืองสมุทรสาคร,"100.0531736,13.4252106,100.4200792,13.6409236",0,0,18935071,6,,boundary
Khlong Khuean District,Khlong Khuean District,อำเภอคลองเขื่อน,"101.103222,13.6951815,101.2104413,13.8541303",0,0,18935078,6,,boundary
Tan Sum District,Tan Sum District,อำเภอตาลสุม,"105.0432037,15.3038301,105.2611948,15.4901567",0,0,18935079,6,,boundary
Mueang Chachoengsao District,Mueang Chachoengsao District,อำเภอเมืองฉะเชิงเทรา,"100.855154,13.630782,101.1440827,13.8044265",0,0,18935187,6,,boundary
Mueang Phetchaburi District,Mueang Phetchaburi District,อำเภอเมืองเพชรบุรี,"99.8385412,12.954227,100.0797305,13.1881535",0,0,18935190,6,,boundary
Khlong Thom District,Khlong Thom District,อำเภอคลองท่อม,"99.0638504,7.6484384,99.3385366,8.1795343",0,0,18935195,6,,boundary
Mueang Satun,Mueang Satun,,"99.1537985,6.422647,100.18438,6.8053329",0,0,18935220,6,,boundary
Amphawa District,Amphawa District,อำเภออัมพวา,"99.8523018,13.2420447,100.0166885,13.4844122",0,0,18935225,6,,boundary
Phanom Sarakham District,Phanom Sarakham District,อำเภอพนมสารคาม,"101.2818744,13.5988005,101.591324,13.8699479",0,0,18935234,6,,boundary
Thung Si Udom District,Thung Si Udom District,อำเภอทุ่งศรีอุดม,"104.8170786,14.6459865,105.0128119,14.8313723",0,0,18935287,6,,boundary
Tha Phae,Tha Phae,,"99.836842,6.71908,100.0124549,6.881674",0,0,18935297,6,,boundary
Bang Khonthi District,Bang Khonthi District,อำเภอบางคนที,"99.8875784,13.4395167,100.0285837,13.5162647",0,0,18935299,6,,boundary
Plaeng Yao District,Plaeng Yao District,อำเภอแปลงยาว,"101.2128801,13.4248752,101.4933484,13.6751747",0,0,18935353,6,,boundary
Ko Lanta District,Ko Lanta District,อำเภอเกาะลันตา,"98.8622341,7.4671015,99.152023,7.8568551",0,0,18935357,6,,boundary
Thung Wa,Thung Wa,,"99.5759742,6.9562547,100.0282283,7.2036988",0,0,18935359,6,,boundary
Trakan Phuet Phon District,Trakan Phuet Phon District,อำเภอตระการพืชผล,"104.8845143,15.420938,105.2606611,15.7807723",0,0,18935366,6,,boundary
Mueang Samut Songkhram District,Mueang Samut Songkhram District,อำเภอเมืองสมุทรสงคราม,"99.9181198,13.2838934,100.0787728,13.508017",0,0,18935379,6,,boundary
Ban Laem District,Ban Laem District,อำเภอบ้านแหลม,"99.8743138,13.0072702,100.1060636,13.2971092",0,0,18935383,6,,boundary
Ratchasan District,Ratchasan District,อำเภอราชสาส์น,"101.2362827,13.6644249,101.3369571,13.8786249",0,0,18935464,6,,boundary
Lam Thap District,Lam Thap District,อำเภอลำทับ,"99.2371968,7.9287921,99.414993,8.143721",0,0,18935465,6,,boundary
At Samat District,At Samat District,อำเภออาจสามารถ,"103.6968535,15.7050919,103.9949973,15.9505874",0,0,18935482,6,,boundary
Changhan District,Changhan District,อำเภอจังหาร,"103.4834388,16.0906899,103.7140142,16.2255653",0,0,18935562,6,,boundary
Sanam Chai Khet District,Sanam Chai Khet District,อำเภอสนามชัยเขต,"101.3925644,13.4493037,101.9150715,13.7727344",0,0,18935568,6,,boundary
Bang Rachan District,Bang Rachan District,อำเภอบางระจัน,"100.1818687,14.8256235,100.3695694,14.9612243",0,0,18935569,6,,boundary
Mueang Krabi District,Mueang Krabi District,อำเภอเมืองกระบี่,"98.6604264,7.6536269,99.0179516,8.2936048",0,0,18935570,6,,boundary
Chaturaphak Phiman District,Chaturaphak Phiman District,อำเภอจตุรพักตรพิมาน,"103.4002839,15.7209706,103.6996541,15.9387366",0,0,18935630,6,,boundary
Warin Chamrap District,Warin Chamrap District,อำเภอวารินชำราบ,"104.6701607,14.9417824,105.0054005,15.2421002",0,0,18935632,6,,boundary
Nuea Khlong District,Nuea Khlong District,อำเภอเหนือคลอง,"98.934744,7.7756062,99.1593226,8.2345172",0,0,18935633,6,,boundary
Tha Takiap District,Tha Takiap District,อำเภอท่าตะเกียบ,"101.4898452,13.1784701,101.9900661,13.600064",0,0,18935739,6,,boundary
Plai Phraya District,Plai Phraya District,อำเภอปลายพระยา,"98.682248,8.4173035,98.950794,8.6818403",0,0,18935740,6,,boundary
Chiang Khwan District,Chiang Khwan District,อำเภอเชียงขวัญ,"103.6801532,16.0755916,103.8381614,16.2208412",0,0,18935746,6,,boundary
Chae Hom District,Chae Hom District,อำเภอแจ้ห่ม,"99.4999021,18.4895133,99.8372165,18.9862052",0,0,18935770,6,,boundary
Bo Rai District,Bo Rai District,อำเภอบ่อไร่,"102.3834672,12.3929954,102.7792903,12.7572388",0,0,18935892,6,,boundary
Bamnet Narong District,Bamnet Narong District,อำเภอบำเหน็จณรงค์,"101.5037374,15.3704396,101.8081919,15.5700827",0,0,18935895,6,,boundary
Kaset Wisai District,Kaset Wisai District,อำเภอเกษตรวิสัย,"103.4007965,15.4264419,103.7003046,15.780561",0,0,18935897,6,,boundary
Ban Khwao District,Ban Khwao District,อำเภอบ้านเขว้า,"101.6916116,15.6563383,101.992741,15.9747835",0,0,18935908,6,,boundary
Moei Wadi District,Moei Wadi District,อำเภอเมยวดี,"104.0171444,16.296822,104.2378579,16.446186",0,0,18935967,6,,boundary
Ban Thaen District,Ban Thaen District,อำเภอบ้านแท่น,"102.2195406,16.2533432,102.4588677,16.4676333",0,0,18935970,6,,boundary
Hang Chat District,Hang Chat District,อำเภอห้างฉัตร,"99.119193,18.1895382,99.4367552,18.5002123",0,0,18936004,6,,boundary
In Buri District,In Buri District,อำเภออินทร์บุรี,"100.2187079,14.9371302,100.4657551,15.1187946",0,0,18936053,6,,boundary
Sam Roi Yot District,Sam Roi Yot District,อำเภอสามร้อยยอด,"99.433841,12.129125,100.0326235,12.3529597",0,0,18936057,6,,boundary
Mueang Roi Et District,Mueang Roi Et District,อำเภอเมืองร้อยเอ็ด,"103.4650526,15.8638691,103.7224873,16.1634418",0,0,18936095,6,,boundary
Khao Saming District,Khao Saming District,อำเภอเขาสมิง,"102.2825815,12.2521823,102.5624644,12.6453379",0,0,18936181,6,,boundary
Kui Buri District,Kui Buri District,อำเภอกุยบุรี,"99.532499,11.9774794,100.0200157,12.2448228",0,0,18936188,6,,boundary
Mueang Suang District,Mueang Suang District,อำเภอเมืองสรวง,"103.6907051,15.7141273,103.8531651,15.8638691",0,0,18936225,6,,boundary
Khai Bang Rachan District,Khai Bang Rachan District,อำเภอค่ายบางระจัน,"100.2042331,14.7801556,100.3930571,14.8723004",0,0,18936229,6,,boundary
Chatturat District,Chatturat District,อำเภอจัตุรัส,"101.708621,15.3891033,101.9935902,15.7430286",0,0,18936241,6,,boundary
Nong Hi District,Nong Hi District,อำเภอหนองฮี,"103.9343758,15.5024193,104.0855308,15.6579333",0,0,18936275,6,,boundary
Kaeng Khro District,Kaeng Khro District,อำเภอแก้งคร้อ,"102.0370073,15.9803195,102.4179938,16.2875506",0,0,18936301,6,,boundary
Khlong Yai District,Khlong Yai District,อำเภอคลองใหญ่,"102.7658819,11.6504921,102.9141851,11.9849514",0,0,18936305,6,,boundary
Mueang Prachuap Khiri Khan District,Mueang Prachuap Khiri Khan District,อำเภอเมืองประจวบคีรีขันธ์,"99.579413,11.6553588,99.9109133,12.0623862",0,0,18936307,6,,boundary
Kaset Sombun District,Kaset Sombun District,อำเภอเกษตรสมบูรณ์,"101.6747885,16.0266601,102.0915801,16.496252",0,0,18936323,6,,boundary
Ko Kha District,Ko Kha District,อำเภอเกาะคา,"99.2171552,17.9779556,99.4433184,18.29771",0,0,18936338,6,,boundary
Mae Mo District,Mae Mo District,อำเภอแม่เมาะ,"99.624035,18.1925803,100.0565079,18.6245316",0,0,18936381,6,,boundary
Mueang Sing Buri District,Mueang Sing Buri District,อำเภอเมืองสิงห์บุรี,"100.335919,14.8090743,100.456002,15.0039381",0,0,18936393,6,,boundary
Khon San District,Khon San District,อำเภอคอนสาร,"101.449485,16.3795805,102.0741017,16.7288341",0,0,18936396,6,,boundary
Mae Phrik District,Mae Phrik District,อำเภอแม่พริก,"98.8800492,17.3324153,99.213827,17.6489383",0,0,18936446,6,,boundary
Mae Tha District,Mae Tha District,อำเภอแม่ทะ,"99.4028908,17.9195261,99.7924039,18.2585667",0,0,18936481,6,,boundary
Nong Phok District,Nong Phok District,อำเภอหนองพอก,"104.0626097,16.1466688,104.3480046,16.4728115",0,0,18936512,6,,boundary
Khon Sawan District,Khon Sawan District,อำเภอคอนสวรรค์,"102.1412266,15.7702807,102.3867604,16.0733567",0,0,18936513,6,,boundary
Phrom Buri District,Phrom Buri District,อำเภอพรหมบุรี,"100.4076188,14.7216056,100.4893006,14.8575793",0,0,18936547,6,,boundary
Pran Buri District,Pran Buri District,อำเภอปราณบุรี,"99.400994,12.3208389,100.0028145,12.4907532",0,0,18936558,6,,boundary
Mueang Lampang District,Mueang Lampang District,อำเภอเมืองลำปาง,"99.302312,18.1770736,99.7730529,18.610933",0,0,18936563,6,,boundary
Pathum Rat District,Pathum Rat District,อำเภอปทุมรัตต์,"103.2668856,15.5261756,103.4944413,15.7257639",0,0,18936570,6,,boundary
Mueang Chaiyaphum District,Mueang Chaiyaphum District,อำเภอเมืองชัยภูมิ,"101.7527413,15.6202965,102.2533587,16.2515396",0,0,18936573,6,,boundary
Thap Sakae District,Thap Sakae District,อำเภอทับสะแก,"99.419821,11.401222,99.7155764,11.688511",0,0,18936574,6,,boundary
Noen Sa-nga District,Noen Sa-nga District,อำเภอเนินสง่า,"101.9092362,15.4546918,102.0750418,15.6931731",0,0,18936589,6,,boundary
Tha Chang District,Tha Chang District,อำเภอท่าช้าง,"100.3453612,14.7445535,100.4245277,14.8169356",0,0,18936648,6,,boundary
Mueang Pan District,Mueang Pan District,อำเภอเมืองปาน,"99.3268782,18.5250725,99.5630001,19.080611",0,0,18936650,6,,boundary
Nong Bua Daeng District,Nong Bua Daeng District,อำเภอหนองบัวแดง,"101.3546831,15.9507878,101.9199085,16.4548736",0,0,18936653,6,,boundary
Phanom Phrai District,Phanom Phrai District,อำเภอพนมไพร,"103.9428101,15.5456801,104.2134963,15.8394015",0,0,18936655,6,,boundary
Nong Bua Rawe District,Nong Bua Rawe District,อำเภอหนองบัวระเหว,"101.4534522,15.6685661,101.822352,15.9804728",0,0,18936663,6,,boundary
Ngao District,Ngao District,อำเภองาว,"99.752427,18.4822102,100.1259942,19.0642112",0,0,18936664,6,,boundary
Bang Saphan District,Bang Saphan District,อำเภอบางสะพาน,"99.266883,11.126683,99.5993787,11.476063",0,0,18936680,6,,boundary
Soem Ngam District,Soem Ngam District,อำเภอเสริมงาม,"99.0177978,17.860529,99.3026691,18.297983",0,0,18936682,6,,boundary
Sop Prap District,Sop Prap District,อำเภอสบปราบ,"99.1988955,17.7652297,99.4841615,18.0143088",0,0,18936692,6,,boundary
Phakdi Chumphon District,Phakdi Chumphon District,อำเภอภักดีชุมพล,"101.3175753,15.7367116,101.5501714,16.1858688",0,0,18936693,6,,boundary
Pho Chai District,Pho Chai District,อำเภอโพธิ์ชัย,"103.7001529,16.151985,103.8895995,16.4711471",0,0,18936696,6,,boundary
Benchalak District,Benchalak District,อำเภอเบญจลักษ์,"104.5770955,14.705671,104.8379721,14.8678783",0,0,18936717,6,,boundary
Thoen District,Thoen District,อำเภอเถิน,"99.0496754,17.2054734,99.4793322,17.8901492",0,0,18936719,6,,boundary
Bang Saphan Noi District,Bang Saphan Noi District,อำเภอบางสะพานน้อย,"99.1473621,10.9546914,99.5643971,11.2202754",0,0,18936727,6,,boundary
Ko Chang District,Ko Chang District,อำเภอเกาะช้าง,"102.2437797,11.8921263,102.5149877,12.1630152",0,0,18936729,6,,boundary
Phu Khiao District,Phu Khiao District,อำเภอภูเขียว,"101.9668805,16.1717509,102.3531559,16.5063135",0,0,18936750,6,,boundary
Phon Sai District,Phon Sai District,อำเภอโพนทราย,"103.825803,15.4049651,104.059976,15.5591222",0,0,18936859,6,,boundary
Tha Chana District,Tha Chana District,อำเภอท่าชนะ,"98.7375291,9.4614869,99.2340239,9.7313815",0,0,18936864,6,,boundary
Ban Na Doem District,Ban Na Doem District,อำเภอบ้านนาเดิม,"99.1859772,8.8185038,99.3596521,8.9734605",0,0,18936873,6,,boundary
Khiri Rat Nikhom District,Khiri Rat Nikhom District,อำเภอคีรีรัฐนิคม,"98.7709922,8.7843736,99.0820667,9.204723",0,0,18936880,6,,boundary
Khian Sa District,Khian Sa District,อำเภอเคียนซา,"98.8975156,8.6342864,99.2856388,8.8866482",0,0,18936901,6,,boundary
Phon Thong District,Phon Thong District,อำเภอโพนทอง,"103.8032127,16.132181,104.1302817,16.4535745",0,0,18936924,6,,boundary
Bueng Bun District,Bueng Bun District,อำเภอบึงบูรพ์,"104.0107155,15.2665236,104.1143953,15.3495081",0,0,18954743,6,,boundary
Selaphum District,Selaphum District,อำเภอเสลภูมิ,"103.8241753,15.8009364,104.1991734,16.2241216",0,0,18954839,6,,boundary
Huai Thap Than District,Huai Thap Than District,อำเภอห้วยทับทัน,"103.9552045,14.9230218,104.0967351,15.140821",0,0,18954856,6,,boundary
Si Somdet District,Si Somdet District,อำเภอศรีสมเด็จ,"103.4534195,15.9296419,103.5739071,16.1301091",0,0,18954866,6,,boundary
Kantharalak District,Kantharalak District,อำเภอกันทรลักษ์,"104.4884983,14.3537225,104.9085397,14.7894179",0,0,18955017,6,,boundary
Suwannaphum District,Suwannaphum District,อำเภอสุวรรณภูมิ,"103.6400969,15.4347873,103.9689612,15.7782119",0,0,18955158,6,,boundary
Kanthararom District,Kanthararom District,อำเภอกันทรารมย์,"104.426851,14.9497084,104.7366045,15.2820559",0,0,18955188,6,,boundary
Thawat Buri District,Thawat Buri District,อำเภอธวัชบุรี,"103.679872,15.9119143,103.9005346,16.164084",0,0,18955232,6,,boundary
Thung Khao Luang District,Thung Khao Luang District,อำเภอทุ่งเขาหลวง,"103.8034468,15.9250176,103.9351874,16.0655697",0,0,18955278,6,,boundary
Khukhan District,Khukhan District,อำเภอขุขันธ์,"103.9985855,14.5017128,104.3133378,14.8999613",0,0,18955295,6,,boundary
Khun Han District,Khun Han District,อำเภอขุนหาญ,"104.251105,14.3451826,104.5517171,14.7498715",0,0,18955386,6,,boundary
Mueang Chan District,Mueang Chan District,อำเภอเมืองจันทร์,"103.9663028,15.1300114,104.0939172,15.2522141",0,0,18955426,6,,boundary
Ban Chang District,Ban Chang District,อำเภอบ้านฉาง,"100.9844476,12.6559809,101.1063529,12.8199772",0,0,18955437,6,,boundary
Ban Khai District,Ban Khai District,อำเภอบ้านค่าย,"101.2084859,12.6972142,101.4924796,12.9690684",0,0,18955494,6,,boundary
Mueang Si Sa Ket District,Mueang Si Sa Ket District,อำเภอเมืองศรีสะเกษ,"104.2169584,14.9458282,104.4842135,15.2529456",0,0,18955500,6,,boundary
Khao Chamao District,Khao Chamao District,อำเภอเขาชะเมา,"101.5682557,12.829941,101.809875,13.1635573",0,0,18955535,6,,boundary
Klaeng District,Klaeng District,อำเภอแกลง,"101.5030134,12.5547012,101.8310549,12.9817176",0,0,18955627,6,,boundary
Nam Kliang District,Nam Kliang District,อำเภอน้ำเกลี้ยง,"104.4219718,14.805612,104.6281587,15.0157836",0,0,18955665,6,,boundary
Mueang Rayong District,Mueang Rayong District,อำเภอเมืองระยอง,"101.0857349,12.5129013,101.5302834,12.86983",0,0,18955763,6,,boundary
Nikhom Phatthana District,Nikhom Phatthana District,อำเภอนิคมพัฒนา,"101.049427,12.7402731,101.2391769,12.9399563",0,0,18955776,6,,boundary
Pluak Daeng District,Pluak Daeng District,อำเภอปลวกแดง,"101.0827937,12.8634792,101.4206468,13.0888693",0,0,18955805,6,,boundary
Wang Chan District,Wang Chan District,อำเภอวังจันทร์,"101.3940916,12.8311238,101.602821,13.1092083",0,0,18955831,6,,boundary
Non Khun District,Non Khun District,อำเภอโนนคูณ,"104.5909764,14.8103411,104.8165729,15.0219719",0,0,18955856,6,,boundary
Phayu District,Phayu District,อำเภอพยุห์,"104.2983391,14.8238886,104.4514745,14.9775653",0,0,18955940,6,,boundary
Ban Sang District,Ban Sang District,อำเภอบ้านสร้าง,"101.137422,13.8515279,101.3827714,14.0622014",0,0,18955945,6,,boundary
Pho Si Suwan District,Pho Si Suwan District,อำเภอโพธิ์ศรีสุวรรณ,"103.9723422,15.1598762,104.1278261,15.2957629",0,0,18955961,6,,boundary
Wang Nuea District,Wang Nuea District,อำเภอวังเหนือ,"99.5245699,18.8986288,99.7742724,19.4176577",0,0,18955989,6,,boundary
Kabin Buri District,Kabin Buri District,อำเภอกบินทร์บุรี,"101.5925989,13.582315,101.9515353,14.1248803",0,0,18955995,6,,boundary
Ban Hong District,Ban Hong District,อำเภอบ้านโฮ่ง,"98.6708215,18.1318618,98.9887042,18.4095163",0,0,18956051,6,,boundary
Ban Thi District,Ban Thi District,อำเภอบ้านธิ,"99.0548184,18.586247,99.2353639,18.7083657",0,0,18956061,6,,boundary
Phrai Bueng District,Phrai Bueng District,อำเภอไพรบึง,"104.2752772,14.6484533,104.4233224,14.8873208",0,0,18956069,6,,boundary
Li District,Li District,อำเภอลี้,"98.6809286,17.4256518,99.1256547,18.1659885",0,0,18956075,6,,boundary
Mueang Prachin Buri District,Mueang Prachin Buri District,อำเภอเมืองปราจีนบุรี,"101.2775561,13.9460039,101.4953724,14.2744843",0,0,18956090,6,,boundary
Mae Tha District,Mae Tha District,อำเภอแม่ทา,"98.9024879,18.1617884,99.3215434,18.5893929",0,0,18956096,6,,boundary
Mueang Lamphun District,Mueang Lamphun District,อำเภอเมืองลำพูน,"98.9319908,18.4293585,99.2253662,18.6733307",0,0,18956118,6,,boundary
Phu Sing District,Phu Sing District,อำเภอภูสิงห์,"104.031986,14.3438896,104.2781966,14.6392488",0,0,18956128,6,,boundary
Pa Sang District,Pa Sang District,อำเภอป่าซาง,"98.7781101,18.2735436,98.9631342,18.5428376",0,0,18956134,6,,boundary
Thung Hua Chang District,Thung Hua Chang District,อำเภอทุ่งหัวช้าง,"98.9580889,17.8079051,99.1843916,18.1998744",0,0,18956160,6,,boundary
Prang Ku District,Prang Ku District,อำเภอปรางค์กู่,"103.9020062,14.7478533,104.1394667,14.9447198",0,0,18956165,6,,boundary
Wiang Nong Long District,Wiang Nong Long District,อำเภอเวียงหนองล่อง,"98.6875956,18.3804182,98.8253904,18.449774",0,0,18956171,6,,boundary
Na Di District,Na Di District,อำเภอนาดี,"101.6365,14.011359,102.1262781,14.392992",0,0,18956186,6,,boundary
Rasi Salai District,Rasi Salai District,อำเภอราษีไศล,"103.9890006,15.225783,104.345782,15.4724111",0,0,18959157,6,,boundary
Si Rattana District,Si Rattana District,อำเภอศรีรัตนะ,"104.3840723,14.7296007,104.6083459,14.8877565",0,0,18959216,6,,boundary
Sila Lat District,Sila Lat District,อำเภอศิลาลาด,"104.0203791,15.4118482,104.1711297,15.5683839",0,0,18959301,6,,boundary
Uthumphon Phisai District,Uthumphon Phisai District,อำเภออุทุมพรพิสัย,"104.0517546,14.938202,104.2684294,15.2818547",0,0,18959441,6,,boundary
Wang Hin District,Wang Hin District,อำเภอวังหิน,"104.11435,14.8820675,104.3018056,15.0552128",0,0,18959479,6,,boundary
Yang Chum Noi District,Yang Chum Noi District,อำเภอยางชุมน้อย,"104.290214,15.1459626,104.4828073,15.3446826",0,0,18959548,6,,boundary
Prachantakham District,Prachantakham District,อำเภอประจันตคาม,"101.4211293,13.9801173,101.6828983,14.4625255",0,0,18959597,6,,boundary
Bang Klam,Bang Klam,,"100.3024227,6.9920273,100.4817389,7.1870411",0,0,18959634,6,,boundary
Chiang Khan District,Chiang Khan District,อำเภอเชียงคาน,"101.5218849,17.6769763,101.9017174,18.0649868",0,0,18959641,6,,boundary
Si Maha Phot District,Si Maha Phot District,อำเภอศรีมหาโพธิ,"101.3865296,13.7334422,101.6941622,14.0190518",0,0,18959656,6,,boundary
Si Mahosot District,Si Mahosot District,อำเภอศรีมโหสถ,"101.3454387,13.7738713,101.5412488,13.960462",0,0,18959665,6,,boundary
Dan Sai District,Dan Sai District,อำเภอด่านซ้าย,"101.0263824,16.8995575,101.4801205,17.5345032",0,0,18959721,6,,boundary
Chana,Chana,,"100.5849986,6.7368762,100.8271159,7.10172",0,0,18959738,6,,boundary
Hat Yai,Hat Yai,,"100.1908789,6.7871088,100.6082478,7.1870411",0,0,18959810,6,,boundary
Erawan District,Erawan District,อำเภอเอราวัณ,"101.8571731,17.1379135,102.0967799,17.4191007",0,0,18959827,6,,boundary
Mueang Loei District,Mueang Loei District,อำเภอเมืองเลย,"101.5014399,17.3574147,101.9184063,17.7296189",0,0,18959896,6,,boundary
Khlong Hoi Khong,Khlong Hoi Khong,,"100.2058995,6.7774136,100.4682722,6.9405447",0,0,18959910,6,,boundary
Na Duang District,Na Duang District,อำเภอนาด้วง,"101.8676655,17.3954075,102.140076,17.6807135",0,0,18959922,6,,boundary
Khuan Niang,Khuan Niang,,"100.316734,7.0737193,100.46221,7.3132513",0,0,18959949,6,,boundary
Na Haeo District,Na Haeo District,อำเภอนาแห้ว,"100.833265,17.2798176,101.1237069,17.5918608",0,0,18959962,6,,boundary
Den Chai District,Den Chai District,อำเภอเด่นชัย,"99.8743538,17.7769268,100.1882202,18.0477032",0,0,18959968,6,,boundary
Krasae Sin,Krasae Sin,,"100.2200577,7.4954155,100.3685732,7.7176124",0,0,18959984,6,,boundary
Long District,Long District,อำเภอลอง,"99.631283,17.9014441,100.0910852,18.4031429",0,0,18960025,6,,boundary
Nong Hin District,Nong Hin District,อำเภอหนองหิน,"101.7067069,16.9777213,101.9314763,17.1964076",0,0,18960026,6,,boundary
Pak Chom District,Pak Chom District,อำเภอปากชม,"101.7780105,17.6347941,102.1056566,18.220272",0,0,18960139,6,,boundary
Mueang Songkhla,Mueang Songkhla,,"100.46221,7.0151144,100.6755135,7.2394819",0,0,18960148,6,,boundary
Mueang Phrae District,Mueang Phrae District,อำเภอเมืองแพร่,"100.0366066,17.8890037,100.4177947,18.2789017",0,0,18960157,6,,boundary
Pha Khao District,Pha Khao District,อำเภอผาขาว,"101.8972743,16.9494068,102.1554425,17.1558325",0,0,18960175,6,,boundary
Na Mom,Na Mom,,"100.5031403,6.8740519,100.6307034,7.0250661",0,0,18960181,6,,boundary
Nong Muang Khai District,Nong Muang Khai District,อำเภอหนองม่วงไข่,"100.0723464,18.230878,100.2793042,18.3579252",0,0,18960196,6,,boundary
Na Thawi,Na Thawi,,"100.5450199,6.442584,100.8313256,6.7988124",0,0,18960212,6,,boundary
Phu Kradueng District,Phu Kradueng District,อำเภอภูกระดึง,"101.6721173,16.7535722,102.0687925,17.0501471",0,0,18960213,6,,boundary
Rong Kwang District,Rong Kwang District,อำเภอร้องกวาง,"100.2023171,18.1518938,100.5513103,18.5019379",0,0,18960253,6,,boundary
Phu Luang District,Phu Luang District,อำเภอภูหลวง,"101.4697113,16.9586733,101.7881725,17.207996",0,0,18965100,6,,boundary
Phu Ruea District,Phu Ruea District,อำเภอภูเรือ,"101.2246732,17.2574637,101.5383411,17.5681057",0,0,18965130,6,,boundary
Tha Li District,Tha Li District,อำเภอท่าลี่,"101.2471504,17.4717629,101.5926288,17.7764981",0,0,18965154,6,,boundary
Wang Saphung District,Wang Saphung District,อำเภอวังสะพุง,"101.4667449,17.1338428,101.9818908,17.4488922",0,0,18965220,6,,boundary
Ban Mi District,Ban Mi District,อำเภอบ้านหมี่,"100.4275314,14.9114803,100.6578658,15.2474162",0,0,18965229,6,,boundary
Ranot,Ranot,,"100.1774952,7.6141069,100.4077824,7.9389407",0,0,18965234,6,,boundary
Song District,Song District,อำเภอสอง,"99.9995797,18.2891151,100.4231019,18.8354709",0,0,18965239,6,,boundary
Sung Men District,Sung Men District,อำเภอสูงเม่น,"99.9721758,17.9037184,100.2718565,18.1475421",0,0,18965253,6,,boundary
Rattaphum,Rattaphum,,"100.0545568,6.8957555,100.3500948,7.2313491",0,0,18965280,6,,boundary
Chai Badan District,Chai Badan District,อำเภอชัยบาดาล,"100.9033945,15.0227054,101.3630789,15.3804545",0,0,18965281,6,,boundary
Khok Charoen District,Khok Charoen District,อำเภอโคกเจริญ,"100.6904813,15.2906212,100.9840913,15.5634023",0,0,18965305,6,,boundary
Saba Yoi,Saba Yoi,,"100.739071,6.2901172,101.1051551,6.7112814",0,0,18965315,6,,boundary
Wang Chin District,Wang Chin District,อำเภอวังชิ้น,"99.3675728,17.6875566,99.9366506,18.0623438",0,0,18965324,6,,boundary
Khok Samrong District,Khok Samrong District,อำเภอโคกสำโรง,"100.6063632,14.9240996,100.9356662,15.1871977",0,0,18965328,6,,boundary
Sadao,Sadao,,"100.1909779,6.468363,100.6122382,6.8464377",0,0,18965437,6,,boundary
Sathing Phra,Sathing Phra,,"100.3556819,7.361804,100.4811153,7.6225487",0,0,18965530,6,,boundary
Lam Sonthi District,Lam Sonthi District,อำเภอลำสนธิ,"101.2875498,15.036917,101.4141486,15.7561286",0,0,18965600,6,,boundary
Mueang Lop Buri District,Mueang Lop Buri District,อำเภอเมืองลพบุรี,"100.5090201,14.6507414,100.8981406,14.9617957",0,0,18965764,6,,boundary
Singhanakhon,Singhanakhon,,"100.4060657,7.1688211,100.59065,7.3762944",0,0,18965770,6,,boundary
Nong Muang District,Nong Muang District,อำเภอหนองม่วง,"100.5899521,15.1383992,100.8244881,15.4526216",0,0,18965777,6,,boundary
Phatthana Nikhom District,Phatthana Nikhom District,อำเภอพัฒนานิคม,"100.8239371,14.7404511,101.3338581,15.0590072",0,0,18965821,6,,boundary
Sa Bot District,Sa Bot District,อำเภอสระโบสถ์,"100.7515182,15.1396694,100.9834851,15.3324404",0,0,18965830,6,,boundary
Tha Luang District,Tha Luang District,อำเภอท่าหลวง,"101.0412308,14.9675132,101.3630795,15.1708769",0,0,18965834,6,,boundary
Tha Wung District,Tha Wung District,อำเภอท่าวุ้ง,"100.4205881,14.6713341,100.5790464,14.9420436",0,0,18965851,6,,boundary
Thepha,Thepha,,"100.7935936,6.6319694,101.0661399,6.9621675",0,0,18965893,6,,boundary
Khun Yuam District,Khun Yuam District,อำเภอขุนยวม,"97.665527,18.5926057,98.1588042,19.091968",0,0,18965905,6,,boundary
Aranyaprathet District,Aranyaprathet District,อำเภออรัญประเทศ,"102.306865,13.4667127,102.656554,13.8751658",0,0,18971209,6,,boundary
Mae La Noi District,Mae La Noi District,อำเภอแม่ลาน้อย,"97.766685,18.2531594,98.2372025,18.6770255",0,0,18971223,6,,boundary
Khao Chakan District,Khao Chakan District,อำเภอเขาฉกรรจ์,"101.8733904,13.4711286,102.157707,13.7632723",0,0,18971287,6,,boundary
Mueang Nong Bua Lam Phu District,Mueang Nong Bua Lam Phu District,อำเภอเมืองหนองบัวลำภู,"102.2361843,16.917329,102.59465,17.3846395",0,0,18971299,6,,boundary
Na Klang District,Na Klang District,อำเภอนากลาง,"102.0922218,17.1281243,102.4211832,17.4978574",0,0,18971350,6,,boundary
